,Exercise Name,Equipment,Variation,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Synergist_Muscles,Stabilizer_Muscles,Antagonist_Muscles,Dynamic_Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,parent_id
379,Hip Extensions,Lever (selectorized),No,Auxiliary,Isolated,Push,"Step up onto platform. Position belly on wide pad, forearms on padded arm rest, and grip handles. Position bottom of foot on foot lever with lower leg under pad.",Push foot lever back by extending hip. Return leg to original position. Repeat. Reposition and continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Rectus Abdominis, ",,Hips,2,"Gluteus Maximus, Hamstrings",
380,Hip Extensions:  Bent-over,Lever (selectorized),Yes,Auxiliary,Isolated,Push,"Step up onto platform. Position belly on wide pad, forearms on padded arm rest, and grip handles. Position bottom of foot on foot lever with lower leg under pad.",Push foot lever back by extending hip. Return leg to original position. Repeat. Reposition and continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Rectus Abdominis, ",,Hips,2,"Gluteus Maximus, Hamstrings",379.0
381,Hip Extensions:  Lying,Lever (selectorized),Yes,Auxiliary,Isolated,Push,"With leg lever positioned in the lower position, lie supine on machine with legs over padded bar. Align hip joints with lever fulcrum. Strap hips down with belt if available. Release leg lever and adjust until leg lever is in upper position. Grasp handles to sides of head.",Push padded leg bar down until hips are extended. Return and repeat.,"Gluteus Maximus,","Adductor Magnus, ","Erector Spinae, ","Rectus Abdominis, ",,Hips,2,"Gluteus Maximus, Hamstrings",379.0
382,"Hip Extensions:  Standing

alternative machine

",Lever (selectorized),Yes,Auxiliary,Isolated,Push,Stand on platform facing to one side and grasp bar for support. Place leg nearest machine on padded roller while standing on other leg.,Lower lever by extending hip. Return until knee is higher than hip. Repeat. Continue with opposite leg.,"Gluteus Maximus,","Hamstrings, Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Rectus Abdominis, ",,Hips,2,"Gluteus Maximus, Hamstrings",379.0
383,Leg Presses,Lever (selectorized),No,Basic,Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.,Extend knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Adductors",
384,Leg Presses:  Seated Leg Press,Lever (selectorized),Yes,Basic,Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.,Extend knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Adductors",383.0
385,Glute Kickback,Lever (selectorized),No,Auxiliary,Compound,Push,Lean over padded surface and grasp handles. Bend knee and position foot against lever platform or pedal.,Push platform or pedal back by extending leg. Return leg to original position. Repeat. Continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, Quadriceps, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, Coracobrachialis, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",
386,Glute Kickback:  Bent-over,Lever (selectorized),Yes,Auxiliary,Compound,Push,Lean over padded surface and grasp handles. Bend knee and position foot against lever platform or pedal.,Push platform or pedal back by extending leg. Return leg to original position. Repeat. Continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, Quadriceps, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, Coracobrachialis, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",385.0
387,Glute Kickback:  Kneeling,Lever (selectorized),Yes,Auxiliary,Compound,Push,"Kneel on machine by placing one knee on lower pad. Rest torso on middle pad, place forearms on padded arm rest, and grip handles. Position other foot of other leg up to lever platform.",Push platform back by extending leg back. Return leg to original position and repeat. Continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, ","Erector Spinae, Quadratus Lumborum, Obliques, Gluteus Medius, Gluteus Minimus, Coracobrachialis, ","Hamstrings, Rectus Abdominis, ",,Hips,2,"Gluteus Maximus, Hamstrings",385.0
388,Glute Kickback:  Standing,Lever (selectorized),Yes,Auxiliary,Compound,Push,Step on left platform with left foot. Grasp handle bars to each side. Place right foot on highest lever platform.,Push platform down by extending leg until straight. Return leg to original position. Repeat. Continue with opposite leg positions.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, Coracobrachialis, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",385.0
389,Squat,Lever (selectorized),No,Basic,Compound,Push,Squat down to place shoulders under padded lever. Place feet shoulder width apart slightly in front of shoulders.,"Raise lever up by extending knees and hips until legs are straight. Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Return and repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",
390,Squat:  V-Squat,Lever (selectorized),Yes,Basic or Auxiliary,Compound,Push,"Position shoulders under shoulder pads with back against back pad. Place feet on platform, shoulder or hip width apart. Squeeze hand lever. Keeping hand lever squeezed, squat down by bending hips and knees until knees or hips are just short of complete flexion. Release hand lever and raise up on sled just slightly until weight stack is engaged (click is heard).",Raise lever by extending knees and hips until legs are straight. Squat down with knees pointed same direction as feet. Descend until knees or hips are near complete flexion. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",389.0
391,Leg Presses,Sled,No,Basic,Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Lower sled by flexing hips and knees until knees are just short of complete flexion or until hips are completely flexed. Return by extending knees and hips. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Adductors",
392,Leg Presses:  45° Leg Press,Sled,Yes,Basic,Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Lower sled by flexing hips and knees until knees are just short of complete flexion or until hips are completely flexed. Return by extending knees and hips. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Adductors",391.0
393,Leg Presses:  Lying Leg Press,Sled,Yes,Basic,Compound,Push,Lie supine on platform with shoulders against pad. Place feet slightly high on platform.,Extend hips and knees. Return until hips are completely flexed. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Adductors",391.0
394,Leg Presses:  Seated Leg Press,Sled,Yes,Basic,Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.,Extend knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Adductors",391.0
395,Glute Kickback,Sled,No,Auxiliary,Compound,Push,"Kneel on machine by placing knees on lower pad and feet against bars to rear, if available. Place forearms on padded armrest, and grip handles. Position one foot up so middle of sole is positioned under foot bar.",Push foot bar up by extending leg   back as far as possible. Return leg to original position and repeat. Continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",
396,Glute Kickback:  Kneeling,Sled,Yes,Auxiliary,Compound,Push,"Kneel on machine by placing knees on lower pad and feet against bars to rear, if available. Place forearms on padded armrest, and grip handles. Position one foot up so middle of sole is positioned under foot bar.",Push foot bar up by extending leg   back as far as possible. Return leg to original position and repeat. Continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",395.0
397,Glute Kickback:  Standing,Sled,Yes,Auxiliary,Compound,Push,Straddle sled and place foot on pedal. Place chest on pad and grasp handles.,Push platform back by extending leg   back until straight. Return leg to original position. Repeat. Continue with opposite leg.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",395.0
398,Squat,Sled,No,Basic,Compound,Push,"Squat down to place shoulders under padded bars. Lean back against back pad if available. Place feet shoulder width apart, slightly in front of shoulders.","If hand or lever lock is available, disengage weight, squat to lowest position and re-engage lock. Lift sled by extending knees and hips until legs are straight. Lower sled by bending knees forward slightly while allowing hips to bend back behind, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Return and repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",
399,Squat:  Hack Squat,Sled,Yes,Basic or Auxiliary,Compound,Push,Lie supine on platform with shoulders against pad. Place feet high up on platform. Extend hips and knees. Release dock levers.,Lower sled by flexing hips and knees until hips are completely flexed. Raise sled by extending knees and hips. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",398.0
400,Deadlift,Smith,No,Basic,Compound,Pull,Stand with shoulder width or narrower stance with feet flat beneath bar. Grasp bar with shoulder width or slightly wider mixed grip or slightly wider. Disengage bar by rotating bar back.,"Return weight toward floor by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Lift bar by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return and repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Hamstrings (top half), Soleus, ","Erector Spinae, Trapezius, Middle, Trapezius, Upper, Levator Scapulae, Rhomboids, ","Rectus Abdominis, Obliques, ","Hamstrings (bottom half), Gastrocnemius, ",Hips,5,"Erector Spinae, Trapezius, Quadriceps",
401,"Deadlift:  Stiff-leg Deadlift

Straight-back

",Smith,Yes,Basic or Auxiliary,Compound,Pull,Stand with shoulder width or narrower stance on elevated platform with thigh against bar. Grasp bar with shoulder width or slightly wider overhand grip. Disengage bar by rotating bar back.,"With knees slightly bent, lower bar toward top of feet by bending hips. Keep waist straight, flexing only slightly at bottom. Lift bar by extending at hips until standing upright. Pull shoulders back slightly if rounded. Extend knees at top if desired. Repeat.","Gluteus Maximus,","Erector Spinae, Adductor Magnus, Hamstrings, ","Quadriceps, Trapezius, Middle, Rhomboids, Latissimus Dorsi, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ","Rectus Abdominis, Obliques, ",,Hips,4,"Erector Spinae, Hamstrings",400.0
402,Rear Lunge,Smith,No,Auxiliary,Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar or slightly forward. Straighten legs so weight is lifted. Disengage bar by rotating bar back. Place feet slightly forward.","Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs, alternating between sides.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
403,Squat,Smith,No,Basic,Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet slightly forward. Disengage bar by rotating bar back.","Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",
404,Reverse Hyper-extension,Weighted,No,Auxiliary,Isolated,Push,Place sandbag or medicine ball between ankles. Lay torso and waist on bench and grasp handles. Feet should be above floor with legs straight.,Raise weight by extending hips as high as possible until legs are nearly straight. Lower legs to original position. Repeat.,"Gluteus Maximus,","Hamstrings, ","Erector Spinae, ","Rectus Abdominis, Obliques, ",,Hips,3,"Erector Spinae, Gluteus Maximus, Hamstrings",
405,Single Leg Squat,Weighted,No,Auxiliary,Compound,Push,"Stand with arms extended out in front, holding medicine ball or weight plate. Balance on one leg with opposite leg extended forward off of ground.",Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, Erector Spinae (see notes), ","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, Deltoid, Anterior, Pectoralis Major, Clavicular, Deltoid, Lateral, Coracobrachialis, Trapezius, Upper, Trapezius, Middle, Trapezius, Lower, Serratus Anterior, Inferior Digitations, Levator Scapulae, Wrist Extensors, ",,"Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings",
406,Lunge,Body Weight,No,Basic or Auxiliary,Compound,Push,Stand with hands on hips or in front of body.,"Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Tibialis Anterior, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
407,Rear Lunge,Body Weight,No,Basic or Auxiliary,Compound,Push,Stand with hands on hips or in front of body.,"Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Tibialis Anterior, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
408,Single Leg Squat,Body Weight,No,Basic or Auxiliary,Compound,Push,Stand with arms extended out in front. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep back as straight as possible and supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae (see notes), Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, ","Rectus Abdominis, Obliques, ",,Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings",
409,Split Squat,Body Weight,No,Basic or Auxiliary,Compound,Push,Stand with hands on hips. Position feet far apart; one foot forward and other foot behind.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Gluteus Medius, Gluteus Minimus, ",,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
410,Split Squat:  Single Leg Split Squat,Body Weight,Yes,Basic or Auxiliary,Compound,Push,Stand facing away from bench. Extend leg back and place top of foot on bench.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Gluteus Medius, Gluteus Minimus, ",,,Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings",409.0
411,Single Leg Stiff Leg Deadlift,Body Weight,No,Auxiliary,Isolated,Pull,Stand with feet together and hands just in front of thighs. Lift leg slightly so foot is just off floor.,"Lower torso forward and downward while raising lifted leg back behind. Keep back straight and knee of supporting leg slightly bend. Keep hip and knee of lifted leg extended throughout movement. Once stretch is felt or hands contact floor, return to original position by raising torso while lowering lifted leg. Straighten knee of supporting leg as torso becomes upright. Repeat.",Gluteus Maximus,"Hamstrings, Adductor Magnus, ","Erector Spinae, Quadriceps, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Gluteus Maximus (lifted leg), ","Rectus Abdominis, Obliques, ",,Hips,4,"Erector Spinae, Hamstrings",
412,Squat,Body Weight,No,Basic,Compound,Push,Stand with arms extended forward.,"Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Squat up by extending knees and hips until legs are straight. Return and repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",
413,Step-up,Body Weight,No,Basic or Auxiliary,Compound,Push,"Stand facing side of bench, step or platform.","Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, Gastrocnemius (Second Leg), ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (First Leg), ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
414,Step-up:  Step Down,Body Weight,Yes,Basic or Auxiliary,Compound,Push,"Stand with one foot on bench or elevated surface. Position foot on elevated surface to side, forward of straight knee.",Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, Gastrocnemius (following leg), ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (lead leg), ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",413.0
415,Single Leg Squat (leg wrapped),Self-assisted​​​​​​​,No,Basic or Auxiliary,Compound,Push,"Stand with hand on hip height elevated surface or other tall, sturdy structure for support. Stand on one leg by wrapping leg around back of supporting leg so top of lifted foot is on outside of supporting leg's ankle.",Squat down by bending knee forward and hip back behind. Keep back straight and supporting knee pointed same direction as foot supporting. Descend until thigh is just past parallel to floor. Return to standing position with minimal assistance from wrapped leg. Stand to original position until knee and hip of supporting leg are straight. Return and repeat. Continue with opposite leg.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, ",,"Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings",
416,Step Down,Self-assisted​​​​​​​,No,Basic or Auxiliary,Compound,Push,Stand with one foot on bench or elevated surface. Position foot on elevated surface to side and forward of straight knee.,Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, Gastrocnemius (following leg), ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (lead leg), ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
417,Hip Bridge,Suspended,No,Auxiliary,Isolated,Push,"Sit on floor facing suspension trainer loops in low position. Grasp bottom of loops, then lay supine. Raise legs and place heels in loops with soles contacting handles. Lie down supine on mat so knees and hips are bent with suspension straps hanging vertical. Place arms off to sides.",Raise hips up by extending hips until fully extended. Lower hips until hips and back make contact with mat. Repeat.,"Gluteus Maximus,","Erector Spinae, Hamstrings, Sartorius, Popliteus, Gastrocnemius, ",,"Rectus Abdominis, Obliques, Tibialis Anterior, ",,Hips,2,"Gluteus Maximus, Hamstrings",
418,Single Leg Squat,Suspended,No,Basic or Auxiliary,Compound,Push,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight. Balance on one leg with opposite leg extended forward off of ground.","Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body back, up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, Erector Spinae (see notes), ","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, Trapezius, Middle, Rhomboids, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, ",,"Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings",
419,Single Leg Split Squat,Suspended,No,Basic or Auxiliary,Compound,Push,Grasp one or both suspension trainer handle(s) in lower position. Step and face away from suspension trainers. Balance on one leg while raising foot from behind and slipping single foot in loop(s). Release handle with hand and position leg back so it is supported behind body by suspension trainer. Place hands on hips and maintain balance throughout exercise.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings",
