,Exercise Name,Equipment,Variation,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Synergist_Muscles,Stabilizer_Muscles,Antagonist_Muscles,Dynamic_Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,parent_id
206,Close Grip Pulldown,Cable,No,Basic,Compound,Pull,Grasp parallel cable attachment. Sit with thighs under supports.,Pull down cable attachment to upper chest. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,2,"Biceps Brachii, Brachialis, Trapezius",
207,Pulldown,Cable,No,Basic,Compound,Pull,Grasp cable bar with wide grip. Sit with thighs under supports.,Pull down cable bar to upper chest. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,2,"Biceps Brachii, Trapezius, Rhomboids",
208,Pulldown:  Parallel Grip Pulldown,Cable,Yes,Basic,Compound,Pull,Grasp cable bar with wide grip. Sit with thighs under supports.,Pull down cable bar to upper chest. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,2,"Biceps Brachii, Brachialis, Trapezius",207.0
209,Pullup/Chinup,Cable,No,Basic,Compound,Pull,Place dip belt around waist. Kneel close to low pulley or lever and attach hook to dip belt chains. Step up and grasp bars with shoulder width underhand grip. Lift legs off of steps or floor.,Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Trapezius, Rhomboids",
210,Pullup/Chinup:  Chinup,Cable,Yes,Basic,Compound,Pull,Place dip belt around waist. Kneel close to low pulley or lever and attach hook to dip belt chains. Step up and grasp bars with shoulder width underhand grip. Lift legs off of steps or floor.,Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",209.0
211,Pullup/Chinup:  Parallel Close Grip Pull-up,Cable,Yes,Basic,Compound,Pull,Place dip belt around waist. Kneel as close as possible to low pulley or lever and attach hook to dip belt in front between legs. Step up and grasp close grip p   arallel bars with hands facing inward. Lift legs off of steps or floor.,Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",209.0
212,Pullup/Chinup:  Parallel Grip Pull-up,Cable,Yes,Basic,Compound,Pull,Place dip belt around waist. Kneel as close as possible to low pulley or lever and attach hook to dip belt in front between legs. Step up and grasp parallel bars with hands facing inward. Lift legs off of steps or floor.,Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",209.0
213,Pullup/Chinup:  Pull-up,Cable,Yes,Basic,Compound,Pull,Place dip belt around waist. Kneel close to low pulley or lever and attach hook to dip belt. Step up and grasp bars with overhand wide grip. Lift legs off of steps or floor.,Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,4,"Biceps Brachii, Trapezius, Rhomboids",209.0
214,Underhand Pulldown,Cable,No,Basic,Compound,Pull,Grasp cable bar with underhand grip. Sit with thighs under supports.,Pull down cable bar to upper chest until elbows are to sides. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,2,"Biceps Brachii, Brachialis, Trapezius",
215,Pulldown,Lever (plate loaded),No,Basic,Compound,Pull,Grasp handles to each side with overhand grip. Sit on seat and position thighs under leg pads.,Pull levers down to sides of shoulders. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Rhomboids, Levator Scapulae, Pectoralis Minor, Trapezius, Lower, Pectoralis Major, Sternal, Coracobrachialis, ",,,"Triceps, Long Head, ",Back,2,"Biceps Brachii, Trapezius, Rhomboids",
216,Underhand Pulldown,Lever (plate loaded),No,Basic,Compound,Pull,Grasp lever handles with underhand grip. Sit with thighs under supports.,Pull down lever handles toward sides until elbows are to sides. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,2,"Biceps Brachii, Brachialis, Trapezius",
217,Close Grip Pulldown,Lever (selectorized),No,Basic,Compound,Pull,Grasp parallel lever bars. Sit with thighs under supports.,Pull down handles to sides of chest while leaning back slightly. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,2,"Biceps Brachii, Brachialis, Trapezius",
218,Front Pulldown,Lever (selectorized),No,Basic,Compound,Pull,Grasp lever handles. Sit with thighs under supports.,Pull down lever to upper chest. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,2,"Biceps Brachii, Trapezius, Rhomboids",
219,Pulldown,Lever (selectorized),No,Basic,Compound,Pull,Sit on seat. Reach up and grasp handles with wide overhand grip.,Pull levers down to sides of shoulders. Return until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Rhomboids, Levator Scapulae, Pectoralis Minor, Trapezius, Lower, Pectoralis Major, Sternal, Coracobrachialis, ",,,"Triceps, Long Head, ",Back,2,"Biceps Brachii, Trapezius, Rhomboids",
220,Pullover,Lever (selectorized),No,Auxiliary,Isolated,Pull,Adjust seat height so lever is near shoulder axis. Sit on machine and push foot lever. Place elbows on pads and grasp bar from behind. Release foot lever and place feet on platform or to sides.,"Pull lever forward and down until elbows are to sides. Return until shoulders are fully flexed, or upper arms are parallel to torso. Repeat.","Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Pectoralis Major, Sternal, Pectoralis Minor, Triceps, Long Head, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, ","Trapezius, Lower, ",,,Back,2,"Latissimus Dorsi, Pectoralis Major Sternal, Pectoralis Major Clavicular",
221,Chin-up,Weighted,No,Basic,Compound,Pull,Step up and grasp bar with underhand shoulder width grip.,Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Coracobrachialis, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",
222,Parallel Close Grip Pull-up,Weighted,No,Basic,Compound,Pull,Step up and grasp close grip parallel bars.,Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",
223,Pull-up,Weighted,No,Basic,Compound,Pull,Step up and grasp bar with overhand wide grip.,Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,4,"Biceps Brachii, Trapezius, Rhomboids",
224,Archer Pull-up,Band-assisted,No,Basic,Compound,Pull,Step up and grasp bar with overhand wide grip.,Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,5,"Biceps Brachii, Trapezius, Rhomboids",
225,Chin-up,Band-assisted,No,Basic,Compound,Pull,Step up and grasp bar with overhand wide grip.,Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",
226,Pull-up,Band-assisted,No,Basic,Compound,Pull,Step up and grasp bar with overhand wide grip.,Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,4,"Biceps Brachii, Trapezius, Rhomboids",
227,Pull-up:  Parallel Grip,Band-assisted,Yes,Basic,Compound,Pull,Step up and grasp bar with overhand wide grip.,Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",226.0
228,Archer Pull-up,Body Weight,No,Basic,Compound,Pull,Step up and grasp bar with overhand wide grip.,Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,5,"Biceps Brachii, Trapezius, Rhomboids",
229,Chin-up,Body Weight,No,Basic,Compound,Pull,Step up and grasp bar with underhand shoulder width grip.,Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",
230,One Arm Pull-up New!,Body Weight,No,Basic,Compound,Pull,Step up and grasp bar with underhand shoulder width grip.,Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,5,"Biceps Brachii, Trapezius, Rhomboids",
231,Parallel Close Grip Pull-up,Body Weight,No,Basic,Compound,Pull,Step up and grasp parallel bars.,Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",
232,Pull-up,Body Weight,No,Basic,Compound,Pull,Step up and grasp bar with overhand wide grip.,Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,4,"Biceps Brachii, Trapezius, Rhomboids",
233,Chin-up,Assisted (partner),No,Basic,Compound,Pull,Step up and grasp bar with underhand shoulder width grip. Bend knees so partner can assist from behind.,Pull body up until elbows are to sides or chin is just above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",
234,Pull-up,Assisted (partner),No,Basic,Compound,Pull,Step up and grasp bar with wide overhand grip. Bend knees so partner can assist from behind.,Pull body up until chin is just above bar. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Middle, Trapezius, Lower, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,4,"Biceps Brachii, Trapezius, Rhomboids",
235,Chin-up,Self-assisted,No,Basic,Compound,Pull,"Stand facing fixed horizontal bar at neck height. Grasp bar with underhand grip shoulder width. Position feet forward on floor, slightly in front of bar.","Lower body under bar until arms and shoulders are fully extended. If necessary, use minimal assistance of lower body to control descent, allowing knees and hips to bend, keeping flat on floor. Pull body up until elbows are to sides, again with minimal assistance from lower body. Repeat.","Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Lower, Trapezius, Middle, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",
236,Pull-up,Self-assisted,No,Basic,Compound,Pull,"Stand facing fixed horizontal bar at neck height. Grasp bar with wide overhand grip. Position feet forward on floor, slightly in front of bar.","Lower body under bar until arms and shoulders are fully extended. If necessary, use minimal assistance of lower body to control descent, allowing knees and hips to bend, keeping flat on floor. Pull body up until chin is just above bar, again with minimal assistance from legs. Repeat.","Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Middle, Trapezius, Lower, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,4,"Biceps Brachii, Trapezius, Rhomboids",
237,Pull-up,Suspension,No,Basic,Compound,Pull,Grasp high suspension handles.,Pull body up until neck reaches height of hands. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Rhomboids, Levator Scapulae, Trapezius, Lower, Pectoralis Major, Sternal, Coracobrachialis, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,4,"Biceps Brachii, Trapezius, Rhomboids",
238,Pull-up:  Self-assisted,Suspension,Yes,Basic,Compound,Pull,"Stand facing suspension handles placed at neck height. Grasp handles and position feet forward on floor, slightly in front of handles.","Lower body under handles until arms and shoulders are fully extended. If necessary, use minimal assistance of lower body to control descent, allowing knees and hips to bend, keeping flat on floor. Pull body up until chin is just above handles, again with minimal assistance from legs. Repeat.","Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Coracobrachialis, Rhomboids, Levator Scapulae, Trapezius, Middle, Trapezius, Lower, Pectoralis Minor, ",,,"Triceps, Long Head, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",237.0
