,Exercise Name,Equipment,Variation,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Synergist_Muscles,Stabilizer_Muscles,Antagonist_Muscles,Dynamic_Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,parent_id
466,Wheel:  Pike,Body Weight,Yes,Auxiliary,Isolated,Pull,"With feet strapped topower wheel,kneel on floor. Place hands shoulder width apart on floor. With arms vertical and straight, support body off of floor while rollingpower wheelback until body is straight.","From plank position, raise rear end up as high as possible by bending hips. Pullpower wheeltoward hands while keeping knees straight. Return by extending hips to original position.   Repeat.",Hip Flexors,"Tensor Fasciae Latae, Sartorius, Pectineus, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Pectoralis Major, Sternal, Pectoralis Major, Clavicular, Pectoralis Minor, Serratus Anterior, Deltoid, Anterior, Triceps Brachii, Coracobrachialis, Quadriceps, ",,,Hips,4,"Rectus Abdominis, Hip Flexors",463.0
467,Discs,Body Weight,No,Auxiliary,Isolated,Pull,"Kneel on floor with forefeet ongliding discs. Place hands shoulder width apart on floor. With arms vertical and straight, support body off of floor while slidinggliding discsback until body is straight.","From plank position, raise rear end up as high as possible by bending hips. Pullgliding discstoward hands while keeping knees straight. Return by extending hips to original position. Repeat.",Hip Flexors,"Tensor Fasciae Latae, Sartorius, Pectineus, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Pectoralis Major, Sternal, Pectoralis Major, Clavicular, Pectoralis Minor, Serratus Anterior, Deltoid, Anterior, Triceps Brachii, Coracobrachialis, Quadriceps, ",,,Hips,3,"Rectus Abdominis, Obliques",
468,Discs:  Pike,Body Weight,Yes,Auxiliary,Isolated,Pull,"Kneel on floor with forefeet ongliding discs. Place hands shoulder width apart on floor. With arms vertical and straight, support body off of floor while slidinggliding discsback until body is straight.","From plank position, raise rear end up as high as possible by bending hips. Pullgliding discstoward hands while keeping knees straight. Return by extending hips to original position. Repeat.",Hip Flexors,"Tensor Fasciae Latae, Sartorius, Pectineus, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Pectoralis Major, Sternal, Pectoralis Major, Clavicular, Pectoralis Minor, Serratus Anterior, Deltoid, Anterior, Triceps Brachii, Coracobrachialis, Quadriceps, ",,,Hips,4,"Rectus Abdominis, Hip Flexors",467.0
469,Mountain Climber,Suspended,No,Auxiliary,Compound,Pull,"Sit on floor facing suspension trainer loops in low position. Place right foot in left lower loop. Cross left leg over right leg placed in right lower loop. Turn body to right and place hands on floor, shoulder width apart. Turn body to kneel on hands and knees. Reposition hands (shoulder width or slightly wider) at desired distance from suspension trainer so that body is square with suspension trainer straps. With arms straight, raise knees from ground so body is supported by arms and suspension trainer. Bend one leg so knee is pointing down while keeping other leg extended out straight.","Simultaneously alternate leg positions by straightening bent leg behind, while bending straight leg forward. Repeat.",Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Quadriceps, Pectoralis Major, Serratus Anterior, Triceps Brachii, Coracobrachialis, ","Erector Spinae, Trapezius, Middle, Trapezius, Lower, Rhomboids, ","Rectus Femoris, ",Hips,3,"Rectus Abdominis, Hip Flexors",
470,Pike,Suspended,No,Auxiliary,Isolated,Pull,"Sit on floor facing suspension trainer loops in low position. Place right foot in left lower loop. Cross left leg over right leg placed in right lower loop. Turn body to right and place hands on floor shoulder width apart. Turn body to kneel on hands and knees. Reposition hands (shoulder width or slightly wider) at desired distance from suspension trainer so that body is square with suspension trainer straps. With arms straight, raise knees from ground, so body is supported by arms and suspension trainer.","Raise rear end up as high as possible by bending hips. Pull feet toward hands, while keeping knees straight. Return by extending hips to original straight body position. Repeat.",Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, Rectus Femoris, ","Rectus Abdominis, Obliques, Quadriceps, Pectoralis major, Deltoid, Anterior, Serratus Anterior, Trapezius, Upper, Trapezius, Middle, Trapezius, Lower, Triceps Brachii, Coracobrachialis, ","Erector Spinae, Trapezius, Middle, Trapezius, Lower, Rhomboids, ",,Hips,3,"Rectus Abdominis, Hip Flexors",
561,Hip Adduction,Cable,No,Auxiliary,Isolated,Pull,Stand in front of low pulley facing to one side. Attach cable cuff to near ankle. Step out away from stack with wide stance and grasp ballet bar. Stand on far foot and allow near leg to be Pulled toward low pulley.,Move near leg just in front of far leg by abduction hip. Return and repeat. Turn around and continue with opposite leg.,"Hip Adductors,","Pectineus, Gracilis, Gluteus Maximus, Lower Fibers, ","Adductors, Hip (opposite), ",,,Thighs,2,Adductors,
562,Seated Hip Adduction,Lever (plate loaded),No,Auxiliary,Isolated,Pull,Sit on seat and lift one leg onto padded lever. Lean back onto back pad. Grasp handles attatched to leg levers. Push handles together and raise other leg onto other padded lever. Release leg lever handles and grasp other handles to each side.,Move legs together until leg levers make contact. Allow legs to seperate far apart until slight stretch and repeat.,"Hip Adductors,","Pectineus, Gracilis, ","No significant stabilizers, ",,,Thighs,2,Adductors,
563,Seated Hip Adduction,Lever (selectorized),No,Auxiliary,Isolated,Pull,"Sit in machine with legs outside of vertical center pads. If available, place heels on foot bars. Disengage and pull lever brace to position legs apart until slight stretch is felt. Engage lever into locked position. Lie back and grasp bars to sides.",Move legs together. Return and repeat.,"Hip Adductors,","Pectineus, Gracilis, ","No significant stabilizers, ",,,Thighs,2,Adductors,
564,Standing Hip Adduction,Lever (selectorized),,Auxiliary,Isolated,Pull,Adjust platform so lever fulcrum is same height as hip articulation. Adjust roller pad to side position. Face machine and grasp bars to sides. Place inside of thigh on roller pad and remain standing on supporting leg.,Move leg toward and across supporting leg Return and repeat. Reposition roller pad lever and continue with opposite leg.,"Hip Adductors,","Pectineus, Gracilis, Gluteus Maximus, Lower Fibers,","Adductors, Hip,",,,Thighs,2,Adductors,
565,Lying Hip Adduction,Weighted,,Auxiliary,Isolated,Pull,"Sit on floor or mat with bar, weight plates loaded on one side. Sit on hip with knees bent and place bar on inside of shoe with weight plate beyond foot. Holding on to opposite end of bar, lie on side with weighted leg extended out straight and upper leg extended behind.",Raise weighted leg up off floor as high as possible while balanciong bar inside of foot and holding onto nearest side of bar. Return to floor and repeat. Repeat and continue with opposite leg.,"Hip Adductors,","Pectineus, Gracilis, Gluteus Maximus, Lower Fibers,","Adductors, Hip,",,,Thighs,2,Adductors,
